index,factoid_ID,pers_ID,pers_name,alternative_names,event_type,event_after-date,event_before-date,event_start,event_end,event_date,pers_title,pers_function,place_name,inst_name,rel_pers,source_quotations,additional_info,comment,info_dump,source
744,3464,OCR,Anselm Franz d.J. Lieb,NaN,Amtsantritt,NaN,NaN,1757 # 1759,1757 # 1759,1757 # 1759,NaN,Reisender,"Mainz, Regensburg, Wetzlar, Wien",NaN,NaN,NaN,"1757 ging er nach Wetzlar, dann nach Wien und Regensburg und kam 1759 nach Mainz zurück",NaN,NaN," Praetorius, Professoren, S.100; 
 Waldmann, S.57 f.; 
 Prot. jur. Fac., B1.85r, 86v; 
 RR I 141r; 
 Hofkal.1786, S.113; 
 1797, S.95; 
 Schmidt-Scharff, S.304) 
"
752,reconstruction,OCR,Anselm Franz d.J. Lieb,NaN,Funktionsausübung,NaN,NaN,1757 # 1759,NaN,1757 # 1759,NaN,Reisender,"Mainz, Regensburg, Wetzlar, Wien",NaN,NaN,NaN,"1757 ging er nach Wetzlar, dann nach Wien und Regensburg und kam 1759 nach Mainz zurück",NaN,NaN," Praetorius, Professoren, S.100; 
 Waldmann, S.57 f.; 
 Prot. jur. Fac., B1.85r, 86v; 
 RR I 141r; 
 Hofkal.1786, S.113; 
 1797, S.95; 
 Schmidt-Scharff, S.304) 
"
837,2492,OCR,Anton Bayer,Beyer,Funktionsausübung,NaN,NaN,1612 # 1612-09-08,1612 # 1612-09-08,NaN,Dr.,Bewerber,Mainz],Universität Mainz],NaN,NaN,unter dem 17.6. 1612 und 8.9.1612 ersuchte der Lizentiat Anton Bayer Kurfürst Johann Schweickhardt um eine Professur für seinen Schwiegersohn Dr. Dionysius Campius,NaN,NaN," Praetorius, Professoren, S.97; 
 Reg. Univ. Mog., S.l; 
 Pick, Reichsstaatsrecht, S.35; 
 Borg. B. 4.8.1617, 25/260r) 
"
838,2490,OCR,Anton Bayer,Beyer,Funktionsausübung,NaN,NaN,1588 # 1599,1588 # 1599,NaN,Lic.,Assessor,"Mainz, Büdingen",Universität Mainz,NaN,NaN,"Büdingen Lic. jur. utriusque, 1588 Rektor der Universität Mainz, 1599 als Assessor der Juristischen Fakultät in Mainz genannt",NaN,NaN," Praetorius, Professoren, S.97; 
 Reg. Univ. Mog., S.l; 
 Pick, Reichsstaatsrecht, S.35; 
 Borg. B. 4.8.1617, 25/260r) 
"
839,2490,OCR,Anton Bayer,Beyer,Funktionsausübung,NaN,NaN,1588 # 1599,1588 # 1599,NaN,Lic.,"Rektor, Assessor","Mainz, Büdingen","Universität Mainz, Juristische Fakultät",NaN,NaN,"Büdingen Lic. jur. utriusque, 1588 Rektor der Universität Mainz, 1599 als Assessor der Juristischen Fakultät in Mainz genannt",NaN,NaN," Praetorius, Professoren, S.97; 
 Reg. Univ. Mog., S.l; 
 Pick, Reichsstaatsrecht, S.35; 
 Borg. B. 4.8.1617, 25/260r) 
"
840,2490,OCR,Anton Bayer,Beyer,Funktionsausübung,NaN,NaN,1588 # 1599,1588 # 1599,NaN,Lic.,Rektor,"Mainz, Büdingen",Universität Mainz,NaN,NaN,"Büdingen Lic. jur. utriusque, 1588 Rektor der Universität Mainz, 1599 als Assessor der Juristischen Fakultät in Mainz genannt",NaN,NaN," Praetorius, Professoren, S.97; 
 Reg. Univ. Mog., S.l; 
 Pick, Reichsstaatsrecht, S.35; 
 Borg. B. 4.8.1617, 25/260r) 
"
893,4670,OCR,Anton Franz Metternich,NaN,Funktionsausübung,NaN,NaN,1778 # 1783,1778 # 1783,NaN,NaN,Professor,Mainz],"Universität Mainz, Medizinische Fakultät]",NaN,NaN,1778 war er ao. Professor in Mainz und 1783 o.Professor der Medizinischen Fakultät,NaN,NaN," Praetorius, Professoren, S.133; 
 Prot. med. Fak.1777, S.356-358, 360; 
 1787, S.427 f.; 
 RPh 283v, 285v; 
 RR II 51, 230, 237; 
 Krämer, S.34, 67; 
 Bockenheimer, S.31, 67; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.235; 
 Scriba 2, S.480 f.) 
"
905,reconstruction,OCR,Anton Franz Metternich,NaN,Studium,NaN,NaN,1771-09-06 # 1772-09-07,NaN,1771-09-06 # 1772-09-07,"bacc., phil./mag., phil.",Student,"Mainz, Wien",NaN,NaN,NaN,"er studierte mehrere Jahre in Mainz Philosophie und Medizin, 6.9.1771 bacc. phil., 7.9.1772 mag. phil., ging für zwei Jahre nach Wien, kehrte nach Mainz zurück und bat am 12.4.1777 um Zulassung zum Doktorexamen",NaN,NaN," Praetorius, Professoren, S.133; 
 Prot. med. Fak.1777, S.356-358, 360; 
 1787, S.427 f.; 
 RPh 283v, 285v; 
 RR II 51, 230, 237; 
 Krämer, S.34, 67; 
 Bockenheimer, S.31, 67; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.235; 
 Scriba 2, S.480 f.) 
"
910,4666,OCR,Anton Franz Metternich,NaN,Zulassung,1777-04-12,NaN,1771-09-06 # 1772-09-07,1771-09-06 # 1772-09-07,NaN,"bacc., phil./mag., phil.",Student,"Mainz, Wien",NaN,NaN,NaN,"er studierte mehrere Jahre in Mainz Philosophie und Medizin, 6.9.1771 bacc. phil., 7.9.1772 mag. phil., ging für zwei Jahre nach Wien, kehrte nach Mainz zurück und bat am 12.4.1777 um Zulassung zum Doktorexamen",NaN,NaN," Praetorius, Professoren, S.133; 
 Prot. med. Fak.1777, S.356-358, 360; 
 1787, S.427 f.; 
 RPh 283v, 285v; 
 RR II 51, 230, 237; 
 Krämer, S.34, 67; 
 Bockenheimer, S.31, 67; 
 H. Mathy, Die Universität Mainz 1477-1977, Mainz 1977, S.235; 
 Scriba 2, S.480 f.) 
"
912,3351,OCR,Anton Hoffmann,NaN,Funktionsausübung,NaN,NaN,1791 # 1792 # 1797,1791 # 1792 # 1797,NaN,NaN,Assessor,Mainz],"Universität Mainz, Juristische Fakultät]",NaN,NaN,"1791, 1792 und 1797 als Assessor der Juristischen Fakultät genannt",NaN,NaN," Praetorius, Professoren, S.100; 
 Matr. Göttingen, Nr.13256; 
 Prot. jur. Fac., Bl. 99r, lOlr, 102v; 
 Prot. jur. Fac. II, Bl. 265v; 
 Hofkal.1791, S.177; 
 1792, S.177; 
 1794, S.141 u.175; 
 1797, S.106 u.133) 
"
913,3351,OCR,Anton Hoffmann,NaN,Funktionsausübung,NaN,NaN,1791 # 1792 # 1797,1791 # 1792 # 1797,NaN,NaN,Assessor,Mainz],"Universität Mainz, Juristische Fakultät",NaN,NaN,"1791, 1792 und 1797 als Assessor der Juristischen Fakultät genannt",NaN,NaN," Praetorius, Professoren, S.100; 
 Matr. Göttingen, Nr.13256; 
 Prot. jur. Fac., Bl. 99r, lOlr, 102v; 
 Prot. jur. Fac. II, Bl. 265v; 
 Hofkal.1791, S.177; 
 1792, S.177; 
 1794, S.141 u.175; 
 1797, S.106 u.133) 
"
916,3347,OCR,Anton Hoffmann,NaN,Geburt,NaN,NaN,NaN,NaN,1761 # 1762,NaN,Kind,"Sohn, Mainz",Geburtshaus ###,NaN,NaN,Mainz * 1761 (ein Anton Josef Hoffmann * Q 14.2. 1762 als Sohn des Brauers Jakob H.),NaN,NaN," Praetorius, Professoren, S.100; 
 Matr. Göttingen, Nr.13256; 
 Prot. jur. Fac., Bl. 99r, lOlr, 102v; 
 Prot. jur. Fac. II, Bl. 265v; 
 Hofkal.1791, S.177; 
 1792, S.177; 
 1794, S.141 u.175; 
 1797, S.106 u.133) 
"
958,5626,OCR,Anton Joseph Dorsch,NaN,Funktionsausübung,NaN,NaN,1788 # 1789 # 1790,1788 # 1789 # 1790,NaN,NaN,Mitglied,NaN,NaN,NaN,NaN,"er unterschrieb 1788, 1789 und 1790 die Fakultätsrechnungen",NaN,NaN," Praetorius, Professoren, S.139; 
 Hans-Joachim Philipp, Anton Joseph Dorsch. Materialsammlung, -Manuskript im Universitätsarchiv Mainz-; 
 Helmut Mathy, Anton Joseph Dorsch, 1758-1819, in: Mainzer Zeitschrift 62, 1967, S. 1-55 hier: * 13.6.1758; 
 R. Schmitt, S. 56 Anm.101 hier: * 13.6.1758; 
 RPh 294v, 296v,321r,321v, 322r,322v; 
 Prot. phil. Fak. , S.109; 
 Prot, theol. Fak.1779, Bl.81b; 
 1780, B1.83a; 
 RTh 68v, 71r; 
 Hansen I, S.48 Nr.44 hier: * 13.6.1758; 
 NDB 4, S.85 f.) 
"
967,5636,OCR,Anton Joseph Dorsch,NaN,Funktionsausübung,NaN,NaN,1795 # 1798,1795 # 1798,NaN,NaN,Reisender,"Par, Paris",NaN,NaN,NaN,von Februar 1795 bis Januar 1798 war er wieder in Paris,NaN,NaN," Praetorius, Professoren, S.139; 
 Hans-Joachim Philipp, Anton Joseph Dorsch. Materialsammlung, -Manuskript im Universitätsarchiv Mainz-; 
 Helmut Mathy, Anton Joseph Dorsch, 1758-1819, in: Mainzer Zeitschrift 62, 1967, S. 1-55 hier: * 13.6.1758; 
 R. Schmitt, S. 56 Anm.101 hier: * 13.6.1758; 
 RPh 294v, 296v,321r,321v, 322r,322v; 
 Prot. phil. Fak. , S.109; 
 Prot, theol. Fak.1779, Bl.81b; 
 1780, B1.83a; 
 RTh 68v, 71r; 
 Hansen I, S.48 Nr.44 hier: * 13.6.1758; 
 NDB 4, S.85 f.) 
"
971,5617,OCR,Anton Joseph Dorsch,NaN,Funktionsausübung,NaN,NaN,1776-09-06 # 1777,1776-09-06 # 1777,NaN,"bacc., phil./mag., phil.",Priester,Mainz,Universität Mainz],NaN,NaN,"6.9.1776 bacc. phil., 1777 mag. phil., danach trat er in das Priesterseminar in Mainz ein",NaN,NaN," Praetorius, Professoren, S.139; 
 Hans-Joachim Philipp, Anton Joseph Dorsch. Materialsammlung, -Manuskript im Universitätsarchiv Mainz-; 
 Helmut Mathy, Anton Joseph Dorsch, 1758-1819, in: Mainzer Zeitschrift 62, 1967, S. 1-55 hier: * 13.6.1758; 
 R. Schmitt, S. 56 Anm.101 hier: * 13.6.1758; 
 RPh 294v, 296v,321r,321v, 322r,322v; 
 Prot. phil. Fak. , S.109; 
 Prot, theol. Fak.1779, Bl.81b; 
 1780, B1.83a; 
 RTh 68v, 71r; 
 Hansen I, S.48 Nr.44 hier: * 13.6.1758; 
 NDB 4, S.85 f.) 
"
972,5617,OCR,Anton Joseph Dorsch,NaN,Funktionsausübung,NaN,NaN,1776-09-06 # 1777,1776-09-06 # 1777,NaN,"bacc., phil./mag., phil.",Priester,Mainz,Universität Mainz],NaN,NaN,"6.9.1776 bacc. phil., 1777 mag. phil., danach trat er in das Priesterseminar in Mainz ein",NaN,NaN," Praetorius, Professoren, S.139; 
 Hans-Joachim Philipp, Anton Joseph Dorsch. Materialsammlung, -Manuskript im Universitätsarchiv Mainz-; 
 Helmut Mathy, Anton Joseph Dorsch, 1758-1819, in: Mainzer Zeitschrift 62, 1967, S. 1-55 hier: * 13.6.1758; 
 R. Schmitt, S. 56 Anm.101 hier: * 13.6.1758; 
 RPh 294v, 296v,321r,321v, 322r,322v; 
 Prot. phil. Fak. , S.109; 
 Prot, theol. Fak.1779, Bl.81b; 
 1780, B1.83a; 
 RTh 68v, 71r; 
 Hansen I, S.48 Nr.44 hier: * 13.6.1758; 
 NDB 4, S.85 f.) 
"
978,5622,OCR,Anton Joseph Dorsch,NaN,Promotion,NaN,NaN,1781 # 1784,1781 # 1784,NaN,"Dr., theol.",Promovend,NaN,NaN,NaN,NaN,am 27.8. 1781 Abgabe seiner Diss. theol. und am 16. 11.1784 zum Dr. theol. promoviert,NaN,NaN," Praetorius, Professoren, S.139; 
 Hans-Joachim Philipp, Anton Joseph Dorsch. Materialsammlung, -Manuskript im Universitätsarchiv Mainz-; 
 Helmut Mathy, Anton Joseph Dorsch, 1758-1819, in: Mainzer Zeitschrift 62, 1967, S. 1-55 hier: * 13.6.1758; 
 R. Schmitt, S. 56 Anm.101 hier: * 13.6.1758; 
 RPh 294v, 296v,321r,321v, 322r,322v; 
 Prot. phil. Fak. , S.109; 
 Prot, theol. Fak.1779, Bl.81b; 
 1780, B1.83a; 
 RTh 68v, 71r; 
 Hansen I, S.48 Nr.44 hier: * 13.6.1758; 
 NDB 4, S.85 f.) 
"
984,5401,OCR,Anton Klunckhart,NaN,Eheschließung,NaN,NaN,1697 # 1709-06-03,1697 # 1709-06-03,1697 # 1709-06-03,NaN,Ehemann,Hadamar,"Kurfürstentum Mainz, Weltliches Gericht Erfurt",NaN,NaN,"1697 als Stadtgerichtsassessor bezeichnet, oo zum zweiten Male D 3.6.1709 Anna Maria, Witwe des Apothekers Joh. Hadamar",NaN,NaN," Praetorius, Professoren, S.136; 
 Prot. jur. Fac., S.7; 
 Reg. Univ. Mog., S.37, 38, 40; 
 RPh 3r, 62v; 
 Aula hon., S.9, 10; 
 Mainzer Almanach 1969, S.104) 
"
987,5400,OCR,Anton Klunckhart,NaN,Funktionsausübung,1689,1693,1689 # 1691,1689 # 1691,NaN,mag.,Assessor,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"Magister, Assessor der Artistenfakultät in Mainz 1689-1693 und Dekan der Fakultät 1689, 1691 und 1693",NaN,NaN," Praetorius, Professoren, S.136; 
 Prot. jur. Fac., S.7; 
 Reg. Univ. Mog., S.37, 38, 40; 
 RPh 3r, 62v; 
 Aula hon., S.9, 10; 
 Mainzer Almanach 1969, S.104) 
"
988,5400,OCR,Anton Klunckhart,NaN,Funktionsausübung,1689,1693,1689 # 1691,1689 # 1691,NaN,mag.,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"Magister, Assessor der Artistenfakultät in Mainz 1689-1693 und Dekan der Fakultät 1689, 1691 und 1693",NaN,NaN," Praetorius, Professoren, S.136; 
 Prot. jur. Fac., S.7; 
 Reg. Univ. Mog., S.37, 38, 40; 
 RPh 3r, 62v; 
 Aula hon., S.9, 10; 
 Mainzer Almanach 1969, S.104) 
"
1008,6573,OCR,Anton Nebel,NaN,Funktionsausübung,1738,1742,1736 # 1737,1736 # 1737,NaN,NaN,Lehrer,"Bamberg, Mainz","Universität Mainz, Philosophische Fakultät",NaN,NaN,"er lehrte in Mainz an der Artistenfakultät 1736 Humaniora, 1737 Rhetorik, war 1743/44 Professor der Philosophie in Bamberg, wo er zuvor von 1738-1742 Theologie studiert hatte",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1734, S.74 Nr.23 hier: * 25.3.1711; 
 Weber, S.639, 678; 
 Stosiek, S.134; 
 Logermann, S.92; 
 Reindl, S.68 Nr.50 hier: * 13.3.1711, S.95; 
 De Back.-Som.V, Sp.1608 hier: * 13.3.1711; 
 Krafft, Jesuiten, S.341) 
"
1009,6573,OCR,Anton Nebel,NaN,Funktionsausübung,1738,1742,1736 # 1737,1736 # 1737,NaN,NaN,Professor,"Bamberg, Mainz","Universität Mainz, Philosophische Fakultät",NaN,NaN,"er lehrte in Mainz an der Artistenfakultät 1736 Humaniora, 1737 Rhetorik, war 1743/44 Professor der Philosophie in Bamberg, wo er zuvor von 1738-1742 Theologie studiert hatte",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1734, S.74 Nr.23 hier: * 25.3.1711; 
 Weber, S.639, 678; 
 Stosiek, S.134; 
 Logermann, S.92; 
 Reindl, S.68 Nr.50 hier: * 13.3.1711, S.95; 
 De Back.-Som.V, Sp.1608 hier: * 13.3.1711; 
 Krafft, Jesuiten, S.341) 
"
1033,2772,OCR,Anton Philipp Thomas Köhler,NaN,Studium,NaN,NaN,1780-09-06 # 1781-09-06,1780-09-06 # 1781-09-06,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"Studium in Mainz, 6.9.1780 bacc. phil., 6.9.1781 mag. phil.",NaN,NaN," Praetorius, Professoren, S.100; 
 RPh 303v, 305v; 
 Prot. jur. Fac., B1.99v, lOlv, 102v; 
 Prot. jur. Fac. II, B1.97r; 
 StAD VI,1/6,3 Fo.28, 48, 49; 
 VI,1/12,4 Fo.20 f.; 
 Hofkal. 1790, S.136, 171; 
 1794, S.14, 174; 
 1797, S.106) 
"
1091,764,OCR,Antonius Vinck,NaN,Funktionsausübung,NaN,NaN,1557 # 1560 # 1561,1557 # 1560 # 1561,NaN,NaN,Rektor,Trier,Kolleg Perugia,NaN,NaN,"1557 war er Rektor des Kollegs in Perugia, 1560 in Catania, 1561 in Trier",NaN,NaN," Keil, S.45 Anm.d, S.46 u. 56; 
 Verzeichnis theol. Fak., S.l; 
 Krafft, Jesuiten, S.348; 
 De Back.-Som. VIII, Sp.826) 
"
1092,764,OCR,Antonius Vinck,NaN,Funktionsausübung,NaN,NaN,1557 # 1560 # 1561,1557 # 1560 # 1561,NaN,NaN,Rektor,Trier,Kolleg Perugia,NaN,NaN,"1557 war er Rektor des Kollegs in Perugia, 1560 in Catania, 1561 in Trier",NaN,NaN," Keil, S.45 Anm.d, S.46 u. 56; 
 Verzeichnis theol. Fak., S.l; 
 Krafft, Jesuiten, S.348; 
 De Back.-Som. VIII, Sp.826) 
"
1093,764,OCR,Antonius Vinck,NaN,Funktionsausübung,NaN,NaN,1557 # 1560 # 1561,1557 # 1560 # 1561,NaN,NaN,Rektor,Trier,Kolleg Perugia,NaN,NaN,"1557 war er Rektor des Kollegs in Perugia, 1560 in Catania, 1561 in Trier",NaN,NaN," Keil, S.45 Anm.d, S.46 u. 56; 
 Verzeichnis theol. Fak., S.l; 
 Krafft, Jesuiten, S.348; 
 De Back.-Som. VIII, Sp.826) 
"
1111,7007,OCR,Arnoldus Wallraff,NaN,Funktionsausübung,NaN,NaN,1677 # 1678 # 1679 # 1680,1677 # 1678 # 1679 # 1680,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"in Mainz lehrte er an der Artistenfakultät 1677 Logik, 1678 Physik, 1679 Metaphysik und war 1680 Promotor",NaN,NaN," Cat. Jes.1700, S.19 Nr.3; 
 Aula hon., S.6, 8; 
 Weber, S.615; 
 Matr. Würzburg, Nr.6986; 
 Krafft, Jesuiten, S.348) 
"
1112,7007,OCR,Arnoldus Wallraff,NaN,Funktionsausübung,NaN,NaN,1677 # 1678 # 1679 # 1680,1677 # 1678 # 1679 # 1680,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"in Mainz lehrte er an der Artistenfakultät 1677 Logik, 1678 Physik, 1679 Metaphysik und war 1680 Promotor",NaN,NaN," Cat. Jes.1700, S.19 Nr.3; 
 Aula hon., S.6, 8; 
 Weber, S.615; 
 Matr. Würzburg, Nr.6986; 
 Krafft, Jesuiten, S.348) 
"
1113,7007,OCR,Arnoldus Wallraff,NaN,Funktionsausübung,NaN,NaN,1677 # 1678 # 1679 # 1680,1677 # 1678 # 1679 # 1680,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"in Mainz lehrte er an der Artistenfakultät 1677 Logik, 1678 Physik, 1679 Metaphysik und war 1680 Promotor",NaN,NaN," Cat. Jes.1700, S.19 Nr.3; 
 Aula hon., S.6, 8; 
 Weber, S.615; 
 Matr. Würzburg, Nr.6986; 
 Krafft, Jesuiten, S.348) 
"
1114,7007,OCR,Arnoldus Wallraff,NaN,Funktionsausübung,NaN,NaN,1677 # 1678 # 1679 # 1680,1677 # 1678 # 1679 # 1680,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"in Mainz lehrte er an der Artistenfakultät 1677 Logik, 1678 Physik, 1679 Metaphysik und war 1680 Promotor",NaN,NaN," Cat. Jes.1700, S.19 Nr.3; 
 Aula hon., S.6, 8; 
 Weber, S.615; 
 Matr. Würzburg, Nr.6986; 
 Krafft, Jesuiten, S.348) 
"
1120,295,OCR,Augustin Borler,NaN,Funktionsausübung,1675 # 1679 # 1680 # 1686 # 1694,1679 # 1680 # 1683 # 1691 # 1698,NaN,NaN,NaN,NaN,Rektor,"Bamberg, Mainz",Jesuitenkolleg Bamberg,NaN,NaN,"er war Rektor des Jesuitenkollegs in Bamberg 1675-1679, in Mainz 1679-1680 sowie Provinzial 1680-1683, 1686-1691 und 1694-1698",NaN,NaN," Praetorius, Professoren, S.94; 
 RTh 6r; 
 Cat. Jes.1685, S.13 Nr.19; 
 Heß 689; 
 Weber, S.618, 664; 
 Matr. Würzburg, Nr.5854; 
 Krafft, Jesuiten, S.328; 
 Wegele, S.384; 
 Verzeichnis theol. Fak., S.10; 
 De Back.-Som. I, Sp.1818; 
 VIII, Sp.1877; 
 Brück, Theol. Fak., S.153; 
 Duhr 3, S.84, 100, 269) 
"
1121,292,OCR,Augustin Borler,NaN,Funktionsausübung,1654 # 1664 # 1668,1659 # 1667 # 1672,NaN,NaN,NaN,NaN,Lehrer,"Bamberg, Molsheim, Mainz",NaN,NaN,NaN,"von 1654-1659 lehrte er Grammatik, Humaniora und Rhetorik in Bamberg, 1664-1667 Philosophie zu Molsheim, Theologie zu Bamberg und 1668-1672 Theologie in Mainz",NaN,NaN," Praetorius, Professoren, S.94; 
 RTh 6r; 
 Cat. Jes.1685, S.13 Nr.19; 
 Heß 689; 
 Weber, S.618, 664; 
 Matr. Würzburg, Nr.5854; 
 Krafft, Jesuiten, S.328; 
 Wegele, S.384; 
 Verzeichnis theol. Fak., S.10; 
 De Back.-Som. I, Sp.1818; 
 VIII, Sp.1877; 
 Brück, Theol. Fak., S.153; 
 Duhr 3, S.84, 100, 269) 
"
1134,6462,OCR,Augustinus Martini,NaN,Funktionsausübung,NaN,NaN,1774 # 1776,1774 # 1776,NaN,NaN,Vikar,Aschaffenburg,Stift St. Peter und Alexander Aschaffenburg,NaN,NaN,"er war Vikar von St. Peter und Alexander in Aschaffenburg, 1774 Lehrer am Gymnasium in Aschaffenburg, 1776 Präfekt der deutschen Trivialschulen",NaN,NaN," Praetorius, Professoren, S.139; 
 RR II 47, 64, 121, 149, 234, 304; 
 RPh 279r; 
 Rechnung 1771, S.67; 
 1772, S.68; 
 1773, S.63; 
 Prot, phil. Fak., S.83, 109, 287; 
 Senatsprot. II, Bl.230v; 
 Prot, theol. Fak.1771, Bl.73a; 
 Hansen I, S.47 Nr.16; 
 Hofkal.1778, S.166; 
 1782, S.179; 
 1786, S.172; 
 1790, S.176; 
 1797, S.136 H. Schmitt, S.41 und 61; 
 Necr. Herbip., S. 223) 
"
1135,6462,OCR,Augustinus Martini,NaN,Funktionsausübung,NaN,NaN,1774 # 1776,1774 # 1776,NaN,NaN,Lehrer,Aschaffenburg,Gymnasium Aschaffenburg,NaN,NaN,"er war Vikar von St. Peter und Alexander in Aschaffenburg, 1774 Lehrer am Gymnasium in Aschaffenburg, 1776 Präfekt der deutschen Trivialschulen",NaN,NaN," Praetorius, Professoren, S.139; 
 RR II 47, 64, 121, 149, 234, 304; 
 RPh 279r; 
 Rechnung 1771, S.67; 
 1772, S.68; 
 1773, S.63; 
 Prot, phil. Fak., S.83, 109, 287; 
 Senatsprot. II, Bl.230v; 
 Prot, theol. Fak.1771, Bl.73a; 
 Hansen I, S.47 Nr.16; 
 Hofkal.1778, S.166; 
 1782, S.179; 
 1786, S.172; 
 1790, S.176; 
 1797, S.136 H. Schmitt, S.41 und 61; 
 Necr. Herbip., S. 223) 
"
1136,6462,OCR,Augustinus Martini,NaN,Funktionsausübung,NaN,NaN,1774 # 1776,1774 # 1776,NaN,NaN,Präfekt,Aschaffenburg,Deutsche Trivialschulen,NaN,NaN,"er war Vikar von St. Peter und Alexander in Aschaffenburg, 1774 Lehrer am Gymnasium in Aschaffenburg, 1776 Präfekt der deutschen Trivialschulen",NaN,NaN," Praetorius, Professoren, S.139; 
 RR II 47, 64, 121, 149, 234, 304; 
 RPh 279r; 
 Rechnung 1771, S.67; 
 1772, S.68; 
 1773, S.63; 
 Prot, phil. Fak., S.83, 109, 287; 
 Senatsprot. II, Bl.230v; 
 Prot, theol. Fak.1771, Bl.73a; 
 Hansen I, S.47 Nr.16; 
 Hofkal.1778, S.166; 
 1782, S.179; 
 1786, S.172; 
 1790, S.176; 
 1797, S.136 H. Schmitt, S.41 und 61; 
 Necr. Herbip., S. 223) 
"
1139,6458,OCR,Augustinus Martini,NaN,Funktionsausübung,NaN,NaN,1770-10-21 # 1772-10-22,1770-10-21 # 1772-10-22,NaN,NaN,Sonstiges,NaN,NaN,NaN,NaN,"am 21.10.1770 inscr. pro studio biennali, am 22.10.1772 beendet",NaN,NaN," Praetorius, Professoren, S.139; 
 RR II 47, 64, 121, 149, 234, 304; 
 RPh 279r; 
 Rechnung 1771, S.67; 
 1772, S.68; 
 1773, S.63; 
 Prot, phil. Fak., S.83, 109, 287; 
 Senatsprot. II, Bl.230v; 
 Prot, theol. Fak.1771, Bl.73a; 
 Hansen I, S.47 Nr.16; 
 Hofkal.1778, S.166; 
 1782, S.179; 
 1786, S.172; 
 1790, S.176; 
 1797, S.136 H. Schmitt, S.41 und 61; 
 Necr. Herbip., S. 223) 
"
1239,1496,OCR,Bartholomaeus Lutz,NaN,Funktionsausübung,1722 # 1725 # 18.7.1730,1723 # 1732,NaN,NaN,NaN,Dr.,Lehrer,"Bamberg, Mainz",Universität Bamberg/ Universität Mainz,NaN,NaN,"er lehrte in Mainz Theologie (Polemik) und Hebräisch (1722-1723), kanonisches Recht in Bamberg 1725-1732, wo er am 18.7.1730 zum Dr. jur. promoviert wurde",NaN,NaN," Prot, theol. Fak.1725, Bl.32b; 
 Heß, Nr.3411; 
 Matr. Würzburg Nr. 10181; 
 Cat. Jes. 1726, S. 16 Nr.10; 
 Weber, S.229, 631 ff.; 
 Verzeichnis theol. Fak., S.10; 
 De Back.-Som. V, Sp. 196 ff. hier: * 24.9.1648 ?) 
"
1240,1496,OCR,Bartholomaeus Lutz,NaN,Funktionsausübung,1722 # 1725 # 18.7.1730,1723 # 1732,NaN,NaN,NaN,Dr.,Lehrer,"Bamberg, Mainz",Universität Bamberg/ Universität Mainz,NaN,NaN,"er lehrte in Mainz Theologie (Polemik) und Hebräisch (1722-1723), kanonisches Recht in Bamberg 1725-1732, wo er am 18.7.1730 zum Dr. jur. promoviert wurde",NaN,NaN," Prot, theol. Fak.1725, Bl.32b; 
 Heß, Nr.3411; 
 Matr. Würzburg Nr. 10181; 
 Cat. Jes. 1726, S. 16 Nr.10; 
 Weber, S.229, 631 ff.; 
 Verzeichnis theol. Fak., S.10; 
 De Back.-Som. V, Sp. 196 ff. hier: * 24.9.1648 ?) 
"
1241,1496,OCR,Bartholomaeus Lutz,NaN,Funktionsausübung,1722 # 1725 # 18.7.1730,1723 # 1732,NaN,NaN,NaN,Dr.,Lehrer,"Bamberg, Mainz",Universität Bamberg/ Universität Mainz,NaN,NaN,"er lehrte in Mainz Theologie (Polemik) und Hebräisch (1722-1723), kanonisches Recht in Bamberg 1725-1732, wo er am 18.7.1730 zum Dr. jur. promoviert wurde",NaN,NaN," Prot, theol. Fak.1725, Bl.32b; 
 Heß, Nr.3411; 
 Matr. Würzburg Nr. 10181; 
 Cat. Jes. 1726, S. 16 Nr.10; 
 Weber, S.229, 631 ff.; 
 Verzeichnis theol. Fak., S.10; 
 De Back.-Som. V, Sp. 196 ff. hier: * 24.9.1648 ?) 
"
